pass_,seq,pulse_us,theta_deg,theta_sd,theta_cross_deg,n,creep_dps,settled
dn,46,1580,2.6731970194001735,0.2453183213482362,-0.22804261699429532,50,-0.780350110532496,False
dn,45,1590,3.0753761599238016,0.23069853699225715,-0.28385106604356825,50,-0.4926336196725089,True
dn,44,1600,3.357384127926113,0.24115721528177333,-0.3072692780311317,50,0.06927480561959587,True
dn,43,1610,3.6194536424109076,0.22614984219514334,-0.2430801726029799,50,-0.019894283515591697,True
dn,42,1620,4.067733090251332,0.25542418160781427,-0.28230632102349973,50,0.849402184022612,False
dn,41,1630,4.402402405245774,0.5482222944251811,-0.20403365928669956,50,-0.08185305660531639,True
dn,40,1640,4.865772153766695,0.21884524980397688,-0.31375067519734356,50,0.39540989589091413,True
dn,39,1650,5.170546504497375,0.2258796212687042,-0.26751595467950806,50,-0.17099729185097176,True
dn,38,1660,5.4562121298413775,0.19193503508204832,-0.27867258850581067,50,-0.19302571655004774,True
dn,37,1670,5.8477942206067945,0.28002033182892494,-0.22261623038293835,50,-0.8060939012291031,False
dn,36,1680,6.152788053197291,0.2416639395279797,-0.31390469447110636,50,-0.543210864685334,False
dn,35,1690,6.452737067833049,0.23606255975747606,-0.22239443559471936,50,0.27784925633755,True
dn,34,1700,6.744406640869967,0.2345342242429798,-0.3222266887959264,50,0.06961105608408986,True
dn,33,1710,7.301808338788443,0.6050557974178618,-0.2808290849918873,50,0.5982785479073981,False
dn,32,1720,7.470706040022762,0.2359281956698683,-0.33227203299438235,50,0.2860524207890662,True
dn,31,1730,7.814827268060853,0.23965433888111207,-0.3735663773597647,50,-0.3280000719566808,True
dn,30,1740,8.111159662207745,0.28963159364301083,-0.352042402377999,50,0.17572796248352304,True
dn,29,1750,8.452970386196679,0.3921926139433512,-0.36454186298742997,50,-0.33660804987943055,True
dn,28,1760,8.815670815919734,0.31499848901914035,-0.31361100829015665,50,-1.1165611428625648,False
dn,27,1770,9.12429100257204,0.2620006097474239,-0.32818606118506555,50,-0.5572985667513435,False
