dir,seq,pulse_us,theta_deg,sd,n
kup,2011,1520,4.946283988749905,0.18306234587190182,13
kup,2012,1520,4.93581232426697,0.23059483990798574,13
kup,2013,1520,4.80522599754342,0.18676295444594834,13
kup,2014,1520,4.857608731589441,0.2972760286151883,13
kup,2015,1520,4.958191254518042,0.1673989221066091,13
kup,2016,1520,5.266422889481193,0.3032990189208887,13
kup,2017,1520,5.286839409843201,0.1733092444328645,13
kup,2018,1520,5.242813170913871,0.1982252245926991,13
kup,2019,1520,5.137241552060721,0.23881014978593104,13
kup,2020,1520,5.125912486424858,0.20400730042714618,13
kup,2021,1520,5.083881282564523,0.25367829063224917,13
kup,2022,1520,5.386339255125431,0.287671419477955,13
kup,2023,1520,5.480817160708636,0.23379748597429093,13
kup,2024,1520,5.346037070700843,0.11814244313519474,13
kup,2025,1520,5.5822512381237,0.19411366512681175,13
kup,2026,1520,5.530855779087178,0.1792555902749082,13
kup,2027,1520,5.490316829135812,0.25687317846783986,13
kup,2028,1520,5.556800850289812,0.18345878492206258,13
kup,2029,1520,5.429689741121343,0.24670202873310515,13
kup,2030,1520,5.563530697657692,0.19497865865722427,13
kup,2031,1520,5.834743876688877,0.1540906331657471,13
kup,2032,1520,5.834313163675106,0.18805615554998745,13
kup,2033,1520,5.814661665641051,0.20828836693998284,13
kup,2034,1520,6.1932186959051245,0.23387522261319632,13
kup,2035,1520,6.179451800121952,0.2526530532867697,13
kup,2036,1520,5.959950472306715,0.23257726067341117,13
kup,2037,1520,6.149560052469877,0.19714875283549516,13
kup,2038,1520,6.082048230268646,0.1982250795457356,13
kup,2039,1520,6.068087536791745,0.19312062090226687,13
kup,2040,1520,6.102044860072358,0.21420190696683722,13
kup,2041,1520,6.072392173039031,0.22955499275073513,13
kup,2042,1520,6.110049738475881,0.23744984964291396,13
kup,2043,1520,6.588605772402734,0.30653661037846375,13
kup,2044,1520,6.582040430944425,0.1768166272569826,13
kup,2045,1520,6.558931658219439,0.20675126029081778,13
kup,2046,1520,6.613272562702146,0.19093720987289275,13
kup,2047,1520,6.514933191892061,0.1505417465188828,13
kup,2048,1520,6.492407234087604,0.2524627569681261,13
kup,2049,1520,6.689577024756433,0.18763777788005478,13
kup,2050,1520,6.665974424095835,0.19034385619576186,13
kup,2051,1520,6.59335570719153,0.11239428384566146,13
kup,2052,1520,7.090370685411159,0.30365497738614877,13
kup,2053,1520,7.144066061170743,0.2523188953574652,13
kup,2054,1520,7.018037342252416,0.17438828911839663,13
kup,2055,1520,7.07557871797809,0.2248952515397198,13
